Trade ID,Date,Stock Symbol,Buy/Sell,Quantity,Price,Total Value,Profit/Loss
84,2025-01-04,NFLX,Buy,39,1580.34,61633.259999999995,182.61
85,2025-01-04,NFLX,Sell,9,1446.27,13016.43,-254.67
86,2025-01-04,TSLA,Buy,99,2375.65,235189.35,-43.81
87,2025-01-04,MSFT,Sell,77,3132.44,241197.88,431.66
88,2025-01-04,NFLX,Sell,79,1140.57,90105.03,-47.3
89,2025-01-04,GOOGL,Buy,82,1976.38,162063.16,849.61
90,2025-01-04,META,Sell,97,2783.99,270047.02999999997,442.61
91,2025-01-04,TSLA,Sell,6,1515.14,9090.84,157.97
92,2025-01-04,TSLA,Buy,91,671.6,61115.6,-441.86
93,2025-01-04,MSFT,Sell,23,1714.83,39441.09,249.32
94,2025-01-04,TSLA,Buy,59,287.76,16977.84,647.16
95,2025-01-04,TSLA,Buy,91,3304.1,300673.1,-101.66
96,2025-01-04,NFLX,Sell,98,354.39,34730.22,710.16
97,2025-01-05,MSFT,Sell,46,1590.75,73174.5,-122.29
98,2025-01-05,NFLX,Sell,38,1901.6,72260.8,735.62
99,2025-01-05,META,Sell,14,3450.03,48300.420000000006,-372.1
100,2025-01-05,META,Sell,72,664.47,47841.840000000004,799.28
101,2025-01-05,NFLX,Sell,62,489.07,30322.34,248.78
102,2025-01-05,META,Sell,35,129.6,4536.0,-55.19
103,2025-01-05,MSFT,Buy,19,628.94,11949.86,-102.33
104,2025-01-05,AAPL,Sell,30,804.73,24141.9,148.02
105,2025-01-05,NFLX,Buy,78,2243.98,175030.44,998.57
106,2025-01-05,GOOGL,Sell,84,847.0,71148.0,-169.51
107,2025-01-05,GOOGL,Sell,25,169.77,4244.25,-345.18
108,2025-01-05,TSLA,Buy,40,2910.5,116420.0,377.55
109,2025-01-05,META,Sell,88,1343.03,118186.64,232.81
110,2025-01-05,GOOGL,Sell,14,1302.57,18235.98,286.29
111,2025-01-05,TSLA,Buy,26,1128.43,29339.18,500.4
112,2025-01-05,AAPL,Sell,87,3416.27,297215.49,-99.28
113,2025-01-05,MSFT,Sell,22,678.39,14924.58,866.0
114,2025-01-05,MSFT,Sell,48,3154.01,151392.48,153.51
115,2025-01-05,MSFT,Buy,83,2741.13,227513.79,-306.37
116,2025-01-05,GOOGL,Sell,51,360.03,18361.53,613.45
117,2025-01-05,AAPL,Sell,3,3454.88,10364.64,464.66
118,2025-01-05,GOOGL,Sell,42,1022.64,42950.88,-26.38
119,2025-01-05,META,Sell,19,435.18,8268.42,432.28
120,2025-01-05,GOOGL,Buy,73,2919.67,213135.91,-170.21
121,2025-01-06,AAPL,Buy,28,2502.7,70075.59999999999,167.26
122,2025-01-06,AAPL,Sell,84,2198.54,184677.36,849.12
123,2025-01-06,META,Sell,45,630.33,28364.850000000002,-299.7
124,2025-01-06,AAPL,Buy,71,1726.89,122609.19,80.04
125,2025-01-06,AAPL,Buy,78,2753.89,214803.41999999998,731.71
126,2025-01-06,MSFT,Sell,63,1132.32,71336.15999999999,954.24
127,2025-01-06,META,Buy,73,1159.75,84661.75,180.89
128,2025-01-06,AMZN,Sell,19,110.68,2102.92,260.5
129,2025-01-06,AMZN,Buy,47,692.43,32544.21,358.26
130,2025-01-06,AAPL,Buy,14,3076.38,43069.32,898.52
131,2025-01-06,AMZN,Buy,38,1601.94,60873.72,787.31
132,2025-01-06,AMZN,Buy,53,3446.4,182659.2,-244.1
133,2025-01-06,AAPL,Sell,61,1445.41,88170.01000000001,155.14
134,2025-01-06,AMZN,Buy,36,2531.63,91138.68000000001,196.0
135,2025-01-06,GOOGL,Buy,40,1058.52,42340.8,683.64
136,2025-01-06,TSLA,Sell,81,1336.95,108292.95,404.34
137,2025-01-06,META,Buy,30,748.47,22454.100000000002,481.33
138,2025-01-06,TSLA,Buy,9,1280.01,11520.09,997.3
139,2025-01-06,AAPL,Sell,64,1960.61,125479.04,-387.56
140,2025-01-06,MSFT,Buy,33,3472.03,114576.99,-165.49
141,2025-01-06,META,Sell,52,2358.29,122631.08,111.84
142,2025-01-06,AAPL,Sell,89,777.44,69192.16,21.67
143,2025-01-06,MSFT,Sell,14,252.87,3540.1800000000003,-467.53
144,2025-01-06,TSLA,Sell,75,529.61,39720.75,-362.33
145,2025-01-07,AAPL,Buy,53,2012.69,106672.57,521.43
146,2025-01-07,META,Sell,99,2701.55,267453.45,818.99
147,2025-01-07,META,Buy,59,3297.43,194548.37,271.34
148,2025-01-07,NFLX,Buy,78,153.8,11996.400000000001,308.79
149,2025-01-07,GOOGL,Buy,94,1877.38,176473.72,-117.36
150,2025-01-07,AMZN,Buy,41,1700.95,69738.95,651.81
151,2025-01-07,MSFT,Buy,68,2330.59,158480.12,627.69
152,2025-01-07,NFLX,Buy,68,2002.57,136174.76,382.55
153,2025-01-07,AMZN,Buy,92,2435.93,224105.56,-181.0
154,2025-01-07,AMZN,Buy,8,2337.48,18699.84,-354.47
155,2025-01-07,AAPL,Buy,2,497.84,995.68,-403.64
156,2025-01-07,AMZN,Buy,86,2819.04,242437.44,389.04
157,2025-01-07,GOOGL,Sell,41,518.99,21278.59,737.55
158,2025-01-07,META,Sell,55,2475.0,136125.0,787.5
159,2025-01-07,NFLX,Sell,16,1514.89,24238.24,195.43
160,2025-01-07,AMZN,Buy,93,1847.09,171779.37,676.41
161,2025-01-07,AAPL,Sell,62,3171.21,196615.02,920.32
162,2025-01-07,GOOGL,Sell,48,3125.6,150028.8,-87.24
163,2025-01-07,TSLA,Sell,30,2880.71,86421.3,96.94
164,2025-01-07,META,Buy,12,1834.5,22014.0,897.22
165,2025-01-07,META,Buy,35,2603.22,91112.7,7.35
166,2025-01-07,NFLX,Buy,11,1843.85,20282.35,870.81
167,2025-01-07,META,Buy,64,3056.66,195626.24,971.57
168,2025-01-07,AMZN,Sell,50,1469.44,73472.0,492.72
169,2025-01-08,AAPL,Sell,85,3398.8,288898.0,725.34
170,2025-01-08,META,Sell,21,3269.9,68667.90000000001,624.32
171,2025-01-08,META,Sell,69,2621.45,180880.05,549.3
172,2025-01-08,TSLA,Buy,48,1050.01,50400.479999999996,-39.6
173,2025-01-08,TSLA,Buy,20,547.62,10952.4,-414.36
174,2025-01-08,MSFT,Buy,67,3005.99,201401.33,14.58
175,2025-01-08,GOOGL,Sell,44,662.03,29129.32,500.4
176,2025-01-08,AMZN,Buy,33,3004.49,99148.17,-346.21
177,2025-01-08,META,Buy,73,1768.6,129107.79999999999,-482.12
178,2025-01-08,META,Sell,61,1482.29,90419.69,-290.46
179,2025-01-08,AAPL,Sell,9,3170.85,28537.649999999998,573.6
180,2025-01-08,MSFT,Buy,68,2153.09,146410.12,959.19
181,2025-01-08,GOOGL,Buy,35,2060.49,72117.15,974.6
182,2025-01-08,MSFT,Buy,81,1999.8,161983.8,240.97
183,2025-01-08,NFLX,Buy,98,1361.98,133474.04,804.03
184,2025-01-08,GOOGL,Buy,88,2771.19,243864.72,605.24
185,2025-01-08,META,Buy,96,959.51,92112.95999999999,251.56
186,2025-01-08,META,Sell,65,3292.24,213995.59999999998,359.14
187,2025-01-08,GOOGL,Sell,8,3139.55,25116.4,-294.16
188,2025-01-08,META,Sell,45,1247.43,56134.350000000006,906.49
189,2025-01-08,AMZN,Buy,87,2580.18,224475.65999999997,27.89
190,2025-01-08,GOOGL,Sell,47,2048.96,96301.12,169.22
191,2025-01-08,MSFT,Buy,40,1248.01,49920.4,507.49
192,2025-01-08,GOOGL,Buy,76,3460.97,263033.72,0.85
193,2025-01-09,META,Sell,54,185.81,10033.74,-118.61
194,2025-01-09,AMZN,Buy,76,959.0,72884.0,446.57
195,2025-01-09,AMZN,Buy,46,1868.25,85939.5,-462.52
196,2025-01-09,NFLX,Sell,47,1874.64,88108.08,581.09
197,2025-01-09,MSFT,Sell,15,2102.37,31535.55,271.04
198,2025-01-09,TSLA,Sell,19,2655.7,50458.299999999996,408.63
199,2025-01-09,TSLA,Buy,26,2219.82,57715.32000000001,447.82
200,2025-01-09,GOOGL,Sell,52,2140.96,111329.92,290.58
201,2025-01-09,NFLX,Sell,93,281.95,26221.35,373.8
202,2025-01-09,AAPL,Buy,22,1380.2,30364.4,525.68
203,2025-01-09,GOOGL,Sell,21,888.99,18668.79,629.68
204,2025-01-09,NFLX,Sell,51,1002.26,51115.26,591.18
205,2025-01-09,MSFT,Sell,38,1984.75,75420.5,804.42
206,2025-01-09,MSFT,Buy,20,778.32,15566.400000000001,-215.83
207,2025-01-09,MSFT,Buy,29,1099.43,31883.47,101.72
208,2025-01-09,MSFT,Buy,51,906.09,46210.590000000004,921.69
209,2025-01-09,MSFT,Buy,4,3324.91,13299.64,94.89
210,2025-01-09,NFLX,Sell,55,3311.86,182152.30000000002,-312.69
211,2025-01-09,NFLX,Buy,71,2173.8,154339.80000000002,288.17
212,2025-01-09,AMZN,Buy,92,3243.38,298390.96,-335.76
213,2025-01-09,TSLA,Sell,28,2771.76,77609.28,-195.72
214,2025-01-09,META,Sell,4,2105.82,8423.28,997.48
215,2025-01-09,MSFT,Sell,22,121.88,2681.3599999999997,312.04
216,2025-01-09,AAPL,Buy,76,2726.56,207218.56,-73.91
217,2025-01-10,META,Buy,45,2488.46,111980.7,992.16
218,2025-01-10,NFLX,Buy,67,2191.86,146854.62,949.84
219,2025-01-10,AAPL,Sell,86,2685.44,230947.84,161.11
220,2025-01-10,AAPL,Sell,66,1843.94,121700.04000000001,-109.4
221,2025-01-10,AAPL,Buy,88,2493.88,219461.44,757.6
222,2025-01-10,AMZN,Sell,34,3279.59,111506.06,573.43
223,2025-01-10,NFLX,Sell,91,1377.74,125374.34,530.41
224,2025-01-10,AAPL,Sell,55,2507.61,137918.55000000002,839.67
225,2025-01-10,MSFT,Buy,1,1717.34,1717.34,534.13
226,2025-01-10,GOOGL,Sell,72,2392.96,172293.12,-74.3
227,2025-01-10,AAPL,Sell,87,2693.84,234364.08000000002,540.79
228,2025-01-10,AMZN,Buy,38,254.54,9672.52,-41.28
229,2025-01-10,META,Buy,6,2298.44,13790.64,638.86
230,2025-01-10,NFLX,Sell,86,870.92,74899.12,429.62
231,2025-01-10,AMZN,Sell,25,2378.11,59452.75,-383.88
232,2025-01-10,AAPL,Buy,82,1692.32,138770.24,269.25
233,2025-01-10,NFLX,Buy,17,2730.08,46411.36,14.95
234,2025-01-10,GOOGL,Sell,61,519.56,31693.159999999996,-7.14
235,2025-01-10,AAPL,Sell,12,2229.5,26754.0,403.38
236,2025-01-10,AMZN,Sell,6,1046.8,6280.799999999999,-16.51
237,2025-01-10,TSLA,Sell,90,3000.14,270012.6,665.34
238,2025-01-10,MSFT,Buy,27,3256.5,87925.5,-393.81
239,2025-01-10,META,Sell,8,3487.75,27902.0,490.58
240,2025-01-10,AMZN,Sell,83,2806.43,232933.68999999997,713.79
241,2025-01-11,NFLX,Buy,65,2662.7,173075.5,509.25
242,2025-01-11,AAPL,Sell,57,832.7,47463.9,245.84
243,2025-01-11,MSFT,Buy,93,1242.42,115545.06000000001,925.46
244,2025-01-11,AAPL,Sell,99,1683.32,166648.68,-50.09
245,2025-01-11,NFLX,Sell,40,2729.5,109180.0,-471.25
246,2025-01-11,AAPL,Buy,14,3210.88,44952.32,147.98
247,2025-01-11,TSLA,Buy,35,743.07,26007.45,-450.48
248,2025-01-11,MSFT,Sell,48,3236.05,155330.40000000002,930.91
249,2025-01-11,MSFT,Sell,84,2465.12,207070.08,-185.12
250,2025-01-11,NFLX,Sell,56,2176.62,121890.72,683.39
251,2025-01-11,META,Buy,49,779.46,38193.54,661.86
252,2025-01-11,TSLA,Sell,13,288.79,3754.2700000000004,-173.41
253,2025-01-11,AMZN,Buy,61,2032.78,123999.58,431.84
254,2025-01-11,AAPL,Buy,49,2315.15,113442.35,-427.88
255,2025-01-11,GOOGL,Sell,46,816.66,37566.36,225.36
256,2025-01-11,AAPL,Buy,62,1991.95,123500.90000000001,-478.03
257,2025-01-11,AAPL,Sell,8,3012.08,24096.64,881.72
258,2025-01-11,AMZN,Sell,43,2939.22,126386.45999999999,964.13
259,2025-01-11,AAPL,Sell,20,3253.01,65060.200000000004,-166.58
260,2025-01-11,TSLA,Sell,97,1344.01,130368.97,-187.84
261,2025-01-11,TSLA,Sell,90,1181.37,106323.29999999999,630.58
262,2025-01-11,MSFT,Buy,39,2648.05,103273.95000000001,-119.93
263,2025-01-11,NFLX,Buy,85,1565.78,133091.3,842.61
264,2025-01-11,META,Sell,49,397.67,19485.83,360.89
265,2025-01-12,GOOGL,Sell,64,1061.52,67937.28,26.17
266,2025-01-12,AAPL,Buy,62,1523.18,94437.16,749.04
267,2025-01-12,AAPL,Buy,54,1094.56,59106.24,240.11
268,2025-01-12,AMZN,Buy,9,1229.5,11065.5,867.45
269,2025-01-12,NFLX,Buy,88,1098.84,96697.92,892.02
270,2025-01-12,TSLA,Sell,37,241.1,8920.699999999999,-251.87
271,2025-01-12,GOOGL,Sell,49,2266.12,111039.87999999999,-496.51
272,2025-01-12,MSFT,Buy,41,2130.79,87362.39,975.9
273,2025-01-12,TSLA,Sell,17,2321.5,39465.5,859.21
274,2025-01-12,NFLX,Buy,88,753.85,66338.8,-416.83
275,2025-01-12,META,Sell,21,1105.23,23209.83,749.55
276,2025-01-12,MSFT,Buy,51,2206.69,112541.19,186.71
277,2025-01-12,META,Sell,59,2138.73,126185.07,-111.56
278,2025-01-12,AMZN,Buy,39,1821.52,71039.28,818.12
279,2025-01-12,AMZN,Buy,55,1291.41,71027.55,-205.0
280,2025-01-12,AAPL,Sell,41,3203.97,131362.77,920.95
281,2025-01-12,META,Buy,39,1255.22,48953.58,-191.57
282,2025-01-12,NFLX,Sell,13,1649.11,21438.43,420.52
283,2025-01-12,GOOGL,Sell,64,2405.59,153957.76,-165.37
284,2025-01-12,MSFT,Buy,11,1946.27,21408.97,318.5
285,2025-01-12,TSLA,Sell,19,1279.41,24308.79,525.96
286,2025-01-12,NFLX,Sell,11,1581.19,17393.09,-214.66
287,2025-01-12,NFLX,Sell,77,2801.23,215694.71,281.33
288,2025-01-12,AMZN,Sell,46,1045.64,48099.44,203.59
289,2025-01-13,META,Sell,45,583.67,26265.149999999998,-393.44
290,2025-01-13,AAPL,Buy,1,1164.75,1164.75,727.46
291,2025-01-13,AAPL,Sell,40,2988.42,119536.8,3.52
292,2025-01-13,MSFT,Sell,19,402.57,7648.83,361.87
293,2025-01-13,AMZN,Sell,76,3471.77,263854.52,272.18
294,2025-01-13,NFLX,Sell,72,1939.41,139637.52000000002,269.89
295,2025-01-13,GOOGL,Sell,72,3448.48,248290.56,-339.17
296,2025-01-13,AMZN,Buy,61,3292.59,200847.99000000002,135.22
297,2025-01-13,MSFT,Sell,12,1639.57,19674.84,178.55
298,2025-01-13,MSFT,Buy,61,774.87,47267.07,600.46
299,2025-01-13,AMZN,Buy,33,660.61,21800.13,760.03
300,2025-01-13,MSFT,Buy,45,915.96,41218.200000000004,317.47
301,2025-01-13,AMZN,Buy,90,2514.45,226300.49999999997,-369.83
302,2025-01-13,TSLA,Sell,92,1028.03,94578.76,-144.73
303,2025-01-13,AMZN,Buy,69,1260.85,86998.65,-252.6
304,2025-01-13,META,Buy,8,1625.85,13006.8,-313.08
305,2025-01-13,AMZN,Sell,25,3204.99,80124.75,48.85
306,2025-01-13,MSFT,Sell,91,743.94,67698.54000000001,-155.91
307,2025-01-13,META,Sell,46,117.09,5386.14,-172.55
308,2025-01-13,MSFT,Buy,87,304.33,26476.71,-417.96
309,2025-01-13,AAPL,Sell,30,3176.21,95286.3,-473.49
310,2025-01-13,AAPL,Sell,47,2301.56,108173.31999999999,-345.85
311,2025-01-13,META,Buy,87,1028.34,89465.57999999999,-241.7
312,2025-01-13,TSLA,Sell,49,702.45,34420.05,146.48
313,2025-01-14,AAPL,Sell,47,1100.51,51723.97,265.78
314,2025-01-14,AMZN,Sell,84,490.31,41186.04,-289.11
315,2025-01-14,MSFT,Sell,82,3301.21,270699.22000000003,137.18
316,2025-01-14,AAPL,Buy,18,2766.3,49793.4,12.62
317,2025-01-14,AAPL,Sell,66,1672.13,110360.58,-224.86
318,2025-01-14,TSLA,Sell,68,3040.87,206779.16,-489.74
319,2025-01-14,META,Buy,94,948.16,89127.04,200.53
320,2025-01-14,META,Sell,33,2538.21,83760.93000000001,528.48
321,2025-01-14,NFLX,Buy,36,3010.85,108390.59999999999,-160.58
322,2025-01-14,TSLA,Sell,82,1313.01,107666.81999999999,-302.29
323,2025-01-14,AMZN,Buy,19,2675.38,50832.22,830.56
324,2025-01-14,META,Buy,28,1103.25,30891.0,-87.46
325,2025-01-14,MSFT,Buy,40,1116.11,44644.399999999994,-164.58
326,2025-01-14,TSLA,Buy,84,463.99,38975.16,785.65
327,2025-01-14,AAPL,Sell,97,1596.2,154831.4,725.66
328,2025-01-14,MSFT,Buy,76,2581.02,196157.52,172.52
329,2025-01-14,MSFT,Sell,15,3296.75,49451.25,233.86
330,2025-01-14,AAPL,Buy,41,2152.91,88269.31,-173.38
331,2025-01-14,TSLA,Buy,39,3034.66,118351.73999999999,-382.55
332,2025-01-14,AAPL,Buy,2,2896.48,5792.96,360.15
333,2025-01-14,NFLX,Sell,63,689.37,43430.31,-352.48
334,2025-01-14,MSFT,Buy,29,1751.78,50801.62,173.91
335,2025-01-14,GOOGL,Sell,74,497.54,36817.96,910.75
336,2025-01-14,GOOGL,Sell,66,2419.32,159675.12000000002,929.25
337,2025-01-15,AMZN,Sell,51,3329.66,169812.66,-141.0
338,2025-01-15,META,Sell,75,566.1,42457.5,436.17
339,2025-01-15,AAPL,Sell,77,2595.2,199830.4,211.11
340,2025-01-15,AAPL,Sell,10,2249.61,22496.100000000002,813.53
341,2025-01-15,AMZN,Sell,14,2084.26,29179.640000000003,-92.85
342,2025-01-15,AMZN,Sell,82,1426.41,116965.62000000001,-494.45
343,2025-01-15,AMZN,Sell,51,1307.45,66679.95,-256.16
344,2025-01-15,MSFT,Buy,73,253.85,18531.05,24.28
345,2025-01-15,NFLX,Buy,39,840.89,32794.71,-26.42
346,2025-01-15,AAPL,Buy,28,151.6,4244.8,687.04
347,2025-01-15,MSFT,Buy,3,2076.82,6230.460000000001,520.84
348,2025-01-15,AMZN,Buy,84,459.9,38631.6,-50.67
349,2025-01-15,AAPL,Sell,70,3068.27,214778.9,186.62
350,2025-01-15,MSFT,Sell,27,1878.69,50724.630000000005,-356.66
351,2025-01-15,NFLX,Sell,2,2478.95,4957.9,847.22
352,2025-01-15,MSFT,Sell,93,1496.91,139212.63,903.14
353,2025-01-15,NFLX,Sell,38,2005.97,76226.86,969.71
354,2025-01-15,AMZN,Sell,3,3305.04,9915.119999999999,802.83
355,2025-01-15,NFLX,Sell,16,381.3,6100.8,-239.06
356,2025-01-15,AAPL,Buy,94,963.39,90558.66,-430.71
357,2025-01-15,AMZN,Buy,40,2751.96,110078.4,369.4
358,2025-01-15,AAPL,Buy,2,435.71,871.42,868.91
359,2025-01-15,GOOGL,Buy,81,357.25,28937.25,-233.97
360,2025-01-15,TSLA,Sell,41,1329.24,54498.840000000004,-489.44
361,2025-01-16,NFLX,Sell,12,413.37,4960.4400000000005,708.24
362,2025-01-16,TSLA,Sell,35,2089.27,73124.45,-384.81
363,2025-01-16,TSLA,Buy,65,869.34,56507.1,120.56
364,2025-01-16,NFLX,Sell,55,3145.37,172995.35,518.33
365,2025-01-16,AMZN,Sell,45,2763.9,124375.5,-144.8
366,2025-01-16,GOOGL,Sell,79,2479.0,195841.0,-374.06
367,2025-01-16,AAPL,Buy,90,2197.61,197784.90000000002,655.03
368,2025-01-16,MSFT,Sell,85,3035.78,258041.30000000002,445.26
369,2025-01-16,AAPL,Buy,62,858.41,53221.42,982.74
370,2025-01-16,MSFT,Buy,49,3068.57,150359.93000000002,16.46
371,2025-01-16,AAPL,Buy,95,2784.27,264505.65,-407.36
372,2025-01-16,NFLX,Buy,25,2643.75,66093.75,601.53
373,2025-01-16,GOOGL,Sell,23,2008.27,46190.21,282.6
374,2025-01-16,MSFT,Buy,24,937.23,22493.52,-180.19
375,2025-01-16,META,Buy,38,1540.06,58522.28,672.59
376,2025-01-16,AMZN,Sell,28,2798.14,78347.92,-194.37
377,2025-01-16,AAPL,Sell,21,208.05,4369.05,-109.01
378,2025-01-16,AAPL,Buy,54,2758.97,148984.37999999998,-361.21
379,2025-01-16,MSFT,Sell,18,916.24,16492.32,99.15
380,2025-01-16,AMZN,Buy,36,590.65,21263.399999999998,128.39
381,2025-01-16,AMZN,Buy,99,493.38,48844.62,271.84
382,2025-01-16,NFLX,Buy,45,192.65,8669.25,563.45
383,2025-01-16,META,Buy,73,1880.19,137253.87,859.15
384,2025-01-16,NFLX,Sell,53,842.08,44630.240000000005,-293.4
385,2025-01-17,NFLX,Buy,30,3464.07,103922.1,-418.48
386,2025-01-17,NFLX,Sell,60,2053.08,123184.79999999999,-472.2
387,2025-01-17,NFLX,Sell,98,568.81,55743.38,-284.57
388,2025-01-17,NFLX,Sell,32,2441.79,78137.28,486.92
389,2025-01-17,GOOGL,Sell,67,3152.33,211206.11,591.22
390,2025-01-17,AMZN,Buy,67,2633.61,176451.87,679.76
391,2025-01-17,NFLX,Sell,28,359.9,10077.199999999999,-134.44
392,2025-01-17,AMZN,Buy,44,3146.01,138424.44,-41.16
393,2025-01-17,AMZN,Sell,79,2799.36,221149.44,224.7
394,2025-01-17,TSLA,Sell,41,638.23,26167.43,-405.23
395,2025-01-17,GOOGL,Buy,63,276.07,17392.41,416.71
396,2025-01-17,NFLX,Buy,23,1994.86,45881.78,975.6
397,2025-01-17,AAPL,Buy,75,630.52,47289.0,41.21
398,2025-01-17,MSFT,Sell,48,2937.61,141005.28,629.27
399,2025-01-17,META,Sell,32,1318.34,42186.88,250.05
400,2025-01-17,AAPL,Buy,57,3203.83,182618.31,-308.28
401,2025-01-17,GOOGL,Buy,33,2023.34,66770.22,373.36
402,2025-01-17,MSFT,Buy,24,721.09,17306.16,-50.19
403,2025-01-17,GOOGL,Buy,39,574.64,22410.96,-448.4
